reviewer_id,listing_id
272927673,155720
327651718,155720
327651718,155720
77093363,409985
31540640,409985
7788365,409985
47764648,566637
50034072,566637
15874817,566637
44157885,566637
4651304,171017
31567445,566637
52817144,566637
25536996,566637
6498394,566637
31146589,566637
7063549,566637
24373183,171017
1363388,567935
32527344,411118
29389787,411118
36100067,411118
12783475,171017
21280901,567935
27802040,567935
26071149,567935
10872918,567935
27430320,567935
47342189,412833
62492273,412833
40591721,412833
24554923,412833
24554923,412833
12741711,567935
47342189,412833
3573643,412833
46677338,412833
76301418,412833
85562506,412833
56357211,412833
29923001,567935
15295308,567935
85092651,567935
120258371,567935
23915326,567935
23915326,567935
33720558,567935
69010962,567935
51575297,567935
26249549,567935
144820354,567935
2373968,567935
28779121,567935
10891427,567935
42572999,412833
12832822,412833
42237367,412833
127357751,412833
353748830,412833
45560625,412833
127357751,412833
153779251,412833
210305,413624
134962,414257
103838926,567935
93605421,567935
22595089,414465
26916815,171017
200490062,567935
298592154,567935
214234748,567935
196152324,567935
635862,579191
2165030,579191
56456202,171017
176070153,414465
416356,414465
241062955,414465
5935151,579191
569666,579191
131429583,171017
4688791,414550
210108374,171017
2068365,414550
8449898,584568
13190527,584568
10673267,584568
8519582,414550
3626949,414550
22609644,414550
16168490,589496
18846277,589496
15773733,589496
4707040,589496
6240035,589496
35490540,589496
430173,589496
41176712,589496
9324855,589496
70909569,589496
46442343,589496
107685482,589496
50284626,589496
2331377,589496
42453671,589496
119507383,171017
1593670,172600
62187878,589496
34561309,172600
22875290,172600
216390165,172600
33985716,589496
11272835,589496
63655232,589496
43433125,589496
113833509,172600
168252247,589496
126877915,589496
30320256,589496
29017219,414687
104994111,414687
29017219,414687
74405684,589496
296984846,589496
102440903,589496
16883117,589496
78670849,589496
27556,589496
209123044,589496
2490170,415534
2490170,415534
1130453,415534
1130453,415534
376802015,589496
89005326,589496
60885761,589496
1984580,589496
235960,601343
1804470,416072
122097282,416072
2484957,179197
1509988,179197
2484957,179197
4121489,417903
719258,417903
10227136,417903
44847399,417903
2856005,179197
11061638,601343
47987592,417903
29200704,417903
911712,179197
911712,179197
15704859,417903
9503808,179197
15361232,417903
38957450,417903
11603053,601343
11061638,601343
19755808,601343
12735241,601343
11368485,179197
11368485,179197
2856005,179197
6502907,179197
11061638,601343
33373436,601343
23446396,417903
271832557,417903
26680361,417903
20927401,417903
4784820,179197
30248255,419218
4695798,419218
474328,419218
474328,419218
117727789,419218
190930888,419218
5409150,420988
4725584,420988
1363743,420988
34744658,179197
8112159,420988
4725584,420988
19497897,420988
24885888,420988
92454181,420988
94607495,420988
47731735,601343
8159977,601343
14825211,601343
5492513,181914
27211567,181914
93873585,601343
17730896,420988
24137881,420988
8260502,420988
26218384,181914
29854247,181914
3625208,420988
17483852,181914
253323223,181914
1790336,427820
141648,427820
1672650,427820
2634635,427820
9056114,427820
92734443,601343
7004145,427820
43154818,427820
80634729,427820
59259168,427820
152670427,601343
1435527,189441
148992259,601343
6242289,189441
111197814,427820
6242289,189441
220307791,601343
78666774,601343
90046927,601343
109456450,601343
4982572,189441
3808634,713786
9162256,713786
11994641,713786
1680481,713786
1680481,713786
241333440,713786
13530232,189441
13530232,189441
13530232,189441
4802567,189441
13530232,189441
103290793,189441
103290793,189441
57981560,189441
1133541,715392
177245032,189441
441254,715392
1993372,715392
331318118,189441
166372294,601343
55761906,601343
9857707,715392
27934628,715392
1993372,715392
6256603,189457
30300394,189457
145603016,601343
325324157,601343
474328,601343
275080013,601343
387164420,601343
914628,206450
14628633,715392
8642681,715392
28418090,601343
414927,206450
414927,206450
171843,206450
171843,206450
171843,206450
914628,206450
21707003,715392
3690838,206450
16168490,206450
10117391,206450
10603879,715392
3146919,206450
12180826,601343
180194956,601343
408811945,601343
192788212,715392
3821413,715392
36023862,715392
114212799,715392
201571456,715925
30550103,206450
9477378,206450
67703487,206450
45544550,206450
45544550,206450
82532882,206450
32922367,218379
257062494,601343
13438062,717747
215719384,601343
167607,718020
167607,718020
102649464,601343
8816674,718020
335889,222900
1003319,222900
29200704,718020
158715928,718020
468936162,718020
2281125,222900
3491681,222900
65866808,222900
2653064,602405
193640027,222900
937318,602405
34833385,602405
18577146,723981
38197611,723981
57414657,723981
124883830,723981
62717874,723981
62717874,723981
211354686,723981
24445728,605038
24445728,605038
286473,224432
960066,224432
914628,224432
375394,224432
167205,224432
2155074,224432
3016391,224432
214520787,730692
16611485,621791
23698419,621791
133828543,621791
48624912,621791
39098721,737797
257561629,737797
6104730,224432
23876318,224432
25961144,224432
39031643,224432
15459810,224432
3016391,224432
10591472,224432
15581750,224432
3584597,627433
3584597,627433
7415075,627433
110413551,224432
225696952,224432
151999,224432
34263990,224432
226675935,224432
62151894,224432
7415075,627433
280664764,224432
38597706,224432
13266288,627433
9605696,627433
189510195,627433
1504396,638106
189588760,739252
10752570,739252
10752570,739252
8254106,739252
352334129,739252
245799912,739252
1555502,229880
1555502,229880
21073504,752066
487225,652308
3941133,652308
5915868,652308
4678266,652308
6021910,652308
4077397,229880
507298,229880
562402,652308
7013950,652308
6021910,652308
562402,652308
13869943,652308
8404548,229880
4723559,229880
5676067,229880
5676067,229880
3267688,233795
4329034,652308
1242466,652308
7013950,652308
3387615,652308
3387615,652308
3387615,652308
4329034,652308
25181319,652308
3941133,652308
3698327,233795
4341077,233795
25181319,233795
20431163,233795
42194830,233795
6021910,652308
4329034,652308
1242466,652308
6379665,233795
3941133,652308
6831051,652308
12751175,652308
1615149,652308
1531778,752066
31306178,752066
58714013,233795
58714013,233795
10197181,233795
38533338,233795
38533338,233795
49662553,233795
64626322,233795
3186819,752066
51029132,752066
17531498,752066
56759280,752066
38194518,752066
46085744,752066
152508747,752066
8184448,652308
93592873,652308
8524881,652308
93592961,652308
9873051,652308
19818632,652308
3411270,665967
4653211,665967
11258612,665967
259630820,752066
267898543,752066
167205,234090
43423532,665967
3866097,665967
109784356,665967
3411270,665967
354359265,752066
1543079,234090
31835337,665967
18732668,752066
30375318,752066
8317767,752066
27764839,752066
297022324,752066
149179793,752066
7272826,234090
11736521,234090
5666016,234090
43832907,234090
44590491,234090
16932009,234090
49873627,753046
129033830,753046
196152324,753046
132168520,753046
285214336,753046
138981518,753046
487225,754018
4820814,754018
66868211,665967
6232197,665967
1280356,234244
84262,756319
6176822,234244
49186,234244
5440485,756319
10986341,675846
8763003,234244
7505447,234244
11684440,234244
2239510,234244
12028581,679442
25509850,679442
2239510,234244
7591388,679442
9900469,756319
2239510,234244
17297262,234244
34446689,234244
4989012,756319
2742086,756319
17543677,756319
17543677,756319
7541545,756319
3750761,679442
38875069,679442
2239510,234244
1961511,682825
7541545,756319
131418,756319
38023193,234244
6895373,234244
25141464,234244
30302089,234244
22712936,756319
6888601,756319
44843621,756319
44927410,756319
6895373,234244
2570530,234244
96250961,756319
8288854,756319
44006604,756319
70762582,756319
12227726,234244
28238950,234244
327972641,234244
7095278,756773
399056817,234244
136440304,234244
2811778,756773
93884842,756773
6886786,756773
13766737,756773
20157003,756773
90016200,756773
44086485,758635
493351,758635
7513497,758635
14189200,758635
93191235,758635
220585377,763503
259684340,763503
3472250,767645
745905,767645
7101289,767645
3301552,682825
28150166,682825
11664647,682825
95381976,682825
23345837,682825
29746661,682825
19874021,682825
43470089,691171
7560442,691171
269681505,691171
52129941,691171
477330766,691171
61898010,691738
1555502,693920
3203125,693920
2040970,693920
20719977,767645
40449779,767645
64418622,767645
25640090,767645
25640090,767645
147234666,767645
147234666,767645
22971297,767645
147234666,767645
263835074,768270
20133676,693920
265782522,697837
204971139,698687
2406214,234244
920461,768879
418102865,768879
82861983,768879
41271606,699290
82821201,699290
356016557,699290
11473693,700050
861777,702139
2877124,702139
4508155,768969
6901003,768969
4508155,768969
4508155,768969
1412470,768969
6224689,768969
515323,768969
942403,768969
9058563,768969
8939909,768969
10813121,768969
6224689,768969
12972420,768969
5188461,768969
3390402,768969
13824541,768969
6670346,768969
6670346,768969
55146453,702139
4913581,768969
5188461,768969
5188461,768969
94918356,702139
14884086,253394
6901003,768969
16621177,768969
16621177,768969
24510729,768969
5781029,768969
1135704,709966
61379888,768969
105712862,253394
24994155,768969
8576062,768969
17407558,768969
17407558,768969
34111860,768969
5781029,768969
78477890,768969
1882553,768969
10595537,768969
5986533,711493
4759593,768969
9600483,768969
12972420,768969
1831568,768969
3390402,768969
3037223,768969
51729632,253394
286473,255543
9600483,768969
9600483,768969
13816917,768969
6461545,768969
175173146,768969
21292380,711493
20034142,711493
4647529,711493
942301,711493
2241887,711493
1281273,255543
111422343,711493
21000097,711493
48552500,711493
26870907,768969
43907768,768969
113262493,711493
44747322,711493
366086,255543
904990,255543
11806949,711493
227188412,711493
22277961,711493
4139318,768969
1622017,255543
30622904,711493
15205984,711493
9357212,255543
5657061,768969
5657061,768969
3776051,255543
24374524,255543
41309258,255543
15719643,255543
173828458,711493
87138832,711493
81892086,711493
54923299,711493
92032694,711493
5372052,711493
14834011,711493
10813121,768969
85454,768969
85454,768969
189892762,768969
4913581,768969
5599009,713411
78810136,255543
8031720,713411
27202339,713411
32548340,255543
7375885,713411
7375885,713411
53130481,255543
53130481,255543
77233598,255543
43857944,255543
33526518,713411
13510819,713411
24406933,768969
186989984,768969
148930293,768969
28196086,768969
41185455,768969
65805118,768969
417965891,768969
16047876,713411
56222388,713411
85493950,713411
7181857,713411
20465711,713411
20465711,713411
27081264,713411
3344712,713411
21059948,713411
140282049,713411
2015524,713411
63060827,713411
63060827,713411
92232536,713411
66832016,713411
33062937,713411
65239664,713411
91010898,713411
112176666,713411
256581855,713411
293786862,713411
341955842,713411
33630263,713411
6167927,713411
2240752,713411
48044599,713411
456314591,713411
77704198,713411
70653093,768969
54145631,768969
25144805,768969
117118953,768969
9660174,768969
31528960,255543
55986363,255543
184549396,255543
6155429,970760
6155429,970760
200457140,255543
1281235,255543
1882553,768969
151606941,768969
16611485,970760
17462367,970760
89309022,970760
88864875,768969
311032662,768969
44958214,768969
57195801,768969
95461700,768969
78592229,255543
46156981,255543
43769447,255543
23516427,768969
15468614,970760
15976372,970760
256689488,255543
460157822,768969
320989598,768969
6547435,768969
68201286,255543
298532370,255543
189600540,255543
5397313,786441
39878305,970760
46504962,970760
37530861,970760
1738984,786441
439323886,255543
36448519,786441
3161293,256390
31719785,786441
33168909,786441
49172743,786441
3751070,256390
4166999,256390
41440874,256399
95467570,256399
286473,287030
286473,287030
1790336,287030
351718939,287030
41551777,786441
8485861,786441
7950487,287030
20312142,287030
12731744,786441
12806600,786441
210230206,786441
34100627,786441
26720551,786441
29212764,786441
224982030,786441
38937588,786441
141000227,786441
6632342,971695
5076966,287066
7761095,971695
44198092,786441
22576462,976417
22576462,976417
37497258,976705
17698658,976705
226930,802843
1647355,297007
225299,297007
635862,979874
10057472,979874
1654645,979874
30913253,979874
30170157,979874
6058811,806673
44302874,982767
92275997,982767
329722698,982767
9839116,297007
2952753,982808
5842829,982808
7069951,806673
923572,297007
23192503,806673
4723559,806673
66935493,806673
4050016,982808
2599476,982808
2040970,982808
2040970,982808
6779859,982808
923572,297007
23192503,806673
102452536,806673
102452536,806673
18115063,806673
51763050,806673
4708244,806673
1238074,806673
2856792,982808
561916,297007
2645315,297007
111086627,806673
6864286,806673
23192503,806673
10748997,982808
143490376,806673
40950823,806673
97080047,806673
5917607,806673
2490736,806673
26978062,806673
62173859,806673
39634978,806673
39634978,806673
262065417,806673
262065417,806673
29044909,806673
24218378,806673
6650823,806673
13273247,806673
307540607,806673
14900621,806673
111086627,806673
56089261,806673
427508107,806673
49505772,812419
1162862,812419
3447070,812419
7465501,812419
19453767,812419
6650823,812419
2210240,812419
2645315,812419
90055235,812419
223263528,812419
42957328,812419
50474565,812419
1538591,982808
13251615,982808
26067565,982808
26067565,982808
2862152,982808
46450343,982808
54319958,982808
10748997,982808
5915868,982808
38264387,982808
48871642,982808
29607607,297007
29607607,297007
41475357,982808
41246424,982808
1538591,982808
46450343,982808
33271830,982808
6436311,982808
4648207,815097
137653437,982808
20843595,982808
54319958,982808
10896887,982808
46450343,982808
54319958,982808
21827771,297007
1505825,982808
23612407,982808
73310314,297007
89265737,297007
5885835,815097
1962741,815097
4648207,815097
73372951,982808
33114503,982808
5768140,982808
78304775,982808
10633078,297007
5700284,297007
153396421,297007
2461990,297007
2229255,297007
15790835,815097
13256640,815097
9369029,982808
21912671,982808
24480243,982808
9704417,982808
36013007,982808
7349279,815097
18798237,815097
13304888,815097
18462992,815097
85814032,982808
2599476,982808
138418407,982808
86625118,297007
1341634,297007
93496891,297007
1799004,297007
38594816,297007
8664262,982808
1003469,982808
27004893,982808
186865116,982808
186865116,982808
22661539,982808
12028959,982808
147731939,982808
333922,815097
37481715,815097
147625563,297007
16241560,297007
134761615,297007
24737947,815097
138173265,815097
130257333,815097
9419405,815097
11062279,982808
14510474,297007
14510474,297007
186865116,982808
48816176,815097
128377146,297007
21855403,815097
140208586,982808
56098355,982808
56098355,982808
18798237,815097
240675191,815097
12906563,815097
62622446,815097
22849304,982808
5593101,982808
96892258,982808
3304681,982808
23435560,297007
90719420,297007
179159633,815097
22576462,984744
110413551,984744
87988754,297007
59890479,297007
2017599,985287
2017599,985287
2419126,985287
1662162,985287
1662162,985287
25151981,985287
8957310,816254
8916304,816254
27392409,816254
33693647,816254
27392409,816254
116651756,297007
63654290,816254
16248103,816254
16248103,816254
46699483,816254
4293069,816254
81578384,816254
1478149,833602
1662162,985287
7505762,985287
12660536,985287
12660536,985287
14834422,1073988
29848046,1073988
9605723,1075374
226930,833602
4652682,833602
1332012,833602
12660536,985287
247213214,985287
13217213,985287
12660536,985287
5380294,833602
9632518,833602
5380294,833602
133145682,985287
17806084,987789
9632518,833602
2846964,833602
2846964,833602
5424827,833602
340295,987832
3751070,990146
2015524,1079906
1321415,990146
1997052,833602
17921764,833602
11948140,833602
22127952,833602
4334301,991533
260129848,991533
2108585,1079906
16654346,833602
21399756,833602
5337883,996340
7465860,996340
16761684,833602
27002092,833602
9254038,996340
6180883,833602
3264955,996340
9227683,1079906
17431593,1079906
4515283,1079906
5155666,1079906
24989977,1079906
26329298,1079906
21722819,996340
1308491,833602
26954525,833602
27187320,833602
16529148,833602
2108585,1079906
24312155,1079906
1141554,1079906
914628,1079906
52521591,833602
11603053,833602
22712936,1079906
24581395,996360
24704722,996360
330857509,996360
206593243,996360
224686400,996360
51763050,1079906
8848413,1079906
17229430,833602
15113311,833602
48347696,833602
6562975,996360
10662445,1079906
5358783,833602
6180883,833602
27281949,833602
3171163,833602
31301626,833602
8655112,833602
3171163,833602
16529148,833602
38583504,833602
55774917,833602
4181349,833602
4284023,833602
21707003,833602
97080047,833602
22050923,833602
4745981,833602
4745981,833602
27562442,833602
94791048,833602
112600470,833602
11603053,833602
84212753,833602
5528135,833602
69096105,833602
27051923,833602
54678546,833602
6436309,833602
54737936,833602
6176822,1005537
321160624,1005537
110874218,1012803
20655157,1015186
4505213,1017490
1744346,1017490
4505213,1017490
1744346,1017490
6403170,1017490
1744346,1017490
1744346,1017490
23581562,1017490
20061743,1019978
5327629,1022828
5798005,1022828
844420,1022828
11994641,1022828
15771373,1022828
5184003,1022828
22140431,1022828
32988400,1022828
5184003,1022828
35018336,1022828
5184003,1022828
15771373,1022828
118043895,1022828
118043895,1022828
26314168,1022828
59758397,1022828
12068008,1022828
9858156,1022828
22364260,1022828
9511826,1022828
17890139,1022828
53313215,1022828
26590334,1022828
34841369,1022828
110025728,1022828
133418951,1022828
16381724,1079906
44006604,1079906
120532001,1079906
23452732,1079906
360173693,1022828
13632805,1022828
50857449,1022828
280564223,1022828
13632805,1022828
126926970,1022828
121925042,1022828
99801721,1079906
120532001,1079906
15341674,1022828
22924269,833602
151720291,833602
49929231,1079906
266171983,1079906
450877559,1079906
16829897,833602
31388632,833602
305764851,833602
95922452,1022828
13324594,1022828
285642951,1022828
45203791,1022828
125317365,1079906
5045295,1022828
14269231,1022828
93798387,833602
16978717,833602
308757996,833602
8318386,1084745
7929551,1084745
7048917,1023443
13629476,833602
5089627,1084745
6891886,1084745
6891886,1084745
168562952,833602
117118953,833602
177833982,833602
12311468,1084745
3792684,1084745
4031882,1084745
8354167,1084745
8354167,1084745
19743246,1023443
44770098,1023443
7048917,1023443
15162872,1023443
11852429,1023443
2911758,1084745
23339951,1084745
23339951,1084745
22116863,1084745
37033569,833602
240011755,833602
17512190,1023443
36425120,833602
57882530,833602
39750778,1084745
30916665,1084745
9649720,1084745
30916665,1084745
36040976,1025614
222966570,1025614
30610441,1084745
48230496,1084745
8752856,1084745
135165679,833602
456188663,833602
46734228,833602
50672781,833602
350562194,833602
165902785,833602
107997785,1084745
177094,1084745
42906090,1084745
46482267,846463
3723563,1084745
225907747,1084745
225907747,1084745
109835190,1084745
70132955,1084745
327148393,1084745
265510,1084745
709078,1084745
218060096,1084745
21272649,1084745
7759038,849465
6263186,849465
2068365,1025621
193265743,1084745
87199782,1084745
7144189,849465
50085297,849465
325678086,849465
230472680,849465
82689084,849465
116617392,849465
732329,1025621
4649560,868679
5367907,868679
5367907,868679
1193753,868679
1193753,868679
4813806,1025621
23177840,1025621
35303661,1089183
23177840,1025621
4056603,868679
38583504,868679
87736469,1089183
5082991,1094131
12208019,870535
839453,870535
23177840,1025621
15289768,1025621
84846194,1025621
27958305,1094131
104978890,1094131
104887445,1094131
13566665,1025621
104978890,1094131
37118268,1094131
27882133,1094131
110925589,1025621
145289071,1025621
6267608,1025621
43438359,1025621
138676066,1025621
120884813,1025621
1612863,874681
288377040,1025621
26960568,874681
16054887,874681
5747981,874681
70109043,874681
139869741,874681
139869741,874681
157738515,874681
4841462,1028515
11369155,1028515
111128167,1028515
8562560,1096370
2682275,1096370
1266251,1096370
1266251,1096370
4982581,1096370
22662808,1028515
224672633,1028515
224672633,1028515
197465766,1028515
145490449,1028515
3590499,1028515
4663934,1028515
104687569,1028515
19855781,1028515
16534950,874880
10969386,874880
23636390,874880
4884158,1028722
12676098,1028722
12426177,1096370
402081,1096370
295439908,1096370
23636390,874880
34833385,874880
25220814,874880
63023820,874880
23636390,874880
23636390,874880
4884158,1028722
29255861,1028722
10775885,1028722
8115495,1028722
36362776,1028722
10856636,1028722
23636390,874880
33471330,874880
23636390,874880
235844637,874880
985242,874880
276081552,874880
23636390,874880
12745570,874880
32032310,874880
23636390,874880
458463,1096459
5089627,1102432
53949213,874880
5074659,874880
26690030,874880
156073758,874880
81578384,874880
7849792,1102432
26451520,1102432
94851432,1102432
67339702,1102432
75287177,1102432
113362759,1102432
248288884,1102432
26928875,1102432
294841384,1102432
213545330,1102432
106651164,874880
3357678,1103598
3675803,1103598
5102460,1103598
2530080,1103598
5074659,1103598
13190527,1108775
310419376,874880
4334301,881892
8040763,881892
16722798,881892
105108219,881892
157962218,1028722
22609644,1108775
3804320,886510
127394205,1028722
22351087,1028722
22801245,1028722
22801245,1028722
151786863,1028722
127090388,1028722
6167927,1028722
4173431,886510
150836490,1028722
2479354,1028722
1416265,886510
55209478,886510
264455385,1028722
455392433,1028722
140979158,1028722
2332865,1108775
5676067,1109746
8510595,1109746
18976701,1109746
3883644,1109746
